trackName,artistName,msPlayed
Finest Hour (feat. Abir),Cash Cash,605547
Topanga,Trippie Redd,604926
Limelight (NGHTMRE Remix),Just A Gent,603123
Like Woah,Logic,603017
Numb Numb Juice,ScHoolboy Q,602784
goosebumps,Travis Scott,601227
Poetic Justice,Kendrick Lamar,600320
Solo,Frank Ocean,598898
Voodoo,Spillage Village,598326
count on,Shallou,597719
Spectrum,Zedd,595269
The Passion,Jaden,594433
HOUSTONFORNICATION,Travis Scott,593198
New Freezer (feat. Kendrick Lamar),Rich The Kid,591909
Home (KOD),Playboi Carti,590655
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,589012
wokeuplikethis*,Playboi Carti,588660
Immortal,J. Cole,588571
Drive Safe,Rich Brian,585959
Bleach,Justice Der,585642
Bleed It,Blueface,585064
Promiscuous,Nelly Furtado,583270
Why iii Love The Moon.,Phony Ppl,582437
MUD,Flume,581281
Swivel (with EARTHGANG),Dreamville,578923
Studio,ScHoolboy Q,577350
"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,576716
Piss On Your Grave (feat. Kanye West),Travis Scott,576594
Magic,Yung Gravy,576426
Way Back Home (feat. Ty Dolla $ign),YBN Cordae,575029
Light It Up,Young Thug,572973
Mo Bamba,Sheck Wes,572227
Taking Off,clipping.,572110
lose,Travis Scott,571916
Terrorist Threats (feat. Danny Brown & Jhene Aiko),Ab-Soul,570949
Myself,NAV,568566
Fukk Sleep,A$AP Rocky,568324
In Your Head - RL Grime Edit,G Jones,566526
Mama/Show Love (feat. YBN Cordae),Logic,566373
Blessed,Justice Der,566106
Fantasy,Alina Baraz,564864
Pretty Ugly,Tierra Whack,562706
Blackout,Jaden,562345
Lil Baby,Young Thug,561633
For What It's Worth,Jay Rock,561355
M.O.M,Spillage Village,561062
Colorado,Kota the Friend,560704
G.O.M.D.,J. Cole,560005
NASA,Ariana Grande,558811
I Thought About Killing You,Kanye West,558092
PERCS | PERCZ,Denzel Curry,558009
Should We Take The Van?,Mac Ayres,557908
BERLIN,BROCKHAMPTON,557707
Señorita,Shawn Mendes,557335
Left Alone,Flume,556194
Walk,Comethazine,554887
Dang! (feat. Anderson .Paak),Mac Miller,554837
VICTOR ROBERTS,BROCKHAMPTON,553838
No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,553616
Night Night (feat. Kehlani),Cashmere Cat,552950
NC-17,Travis Scott,552791
Doomsday,Atreyu,552720
Living Single,Big Sean,552692
SUMMER,BROCKHAMPTON,551852
Heroes (we could be),Alesso,551460
Amber,Flume,550533
Hard Times,Paramore,549879
Free Bird,Lynyrd Skynyrd,548777
Backseat Freestyle,Kendrick Lamar,548190
"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",Dreamville,547146
BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],Denzel Curry,547042
Big Ole Freak,Megan Thee Stallion,546785
Rose-Colored Boy,Paramore,545816
Ned Flanders (feat. A$AP Ferg),MadeinTYO,545492
Under Control,Calvin Harris,539240
XO Tour Llif3,Lil Uzi Vert,538310
untitled 02 | 06.23.2014.,Kendrick Lamar,538172
One Punch Man (feat. Ski Mask The Slump God & Denzel Curry),Higher Brothers,538132
The Only Exception,Paramore,535306
BLEACH,BROCKHAMPTON,534908
Fire Dept,Jaden,534638
The Bloodiest,Jay Rock,534342
Gut Feeling (feat. H.E.R.),Ella Mai,534318
1.5,21 Savage,533605
Told You So,Paramore,532878
Jesus of Suburbia,Green Day,531509
Prayer,DJ Mamba,531275
Who R U?,Anderson .Paak,531072
Reachin' 2 Much (feat. Lalah Hathaway),Anderson .Paak,530763
Moonlight,XXXTENTACION,530408
Ctrl Alt Del,Bakar,529795
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,529696
Circle Of Bosses (feat. Quavo),Young Thug,529228
Sup Mate (feat. Future),Young Thug,528696
i-drip-or-is,Jaden,528557
Echoes (feat. Py),ODESZA,528000
ENTROPY,Daniel Caesar,527401
Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,527353
Stars Tonight,Zeds Dead,526882
Pickled Ginger,Mac Ayres,525968
FACE,BROCKHAMPTON,525561
5 TINT,Travis Scott,524861
100 Degrees,Rich Brian,524568
Tell Me How,Paramore,520426
Superpowers (with GoldLink),Col3trane,518095
Bands,Comethazine,517069
Left To Right,Anderson .Paak,516468
First Date,blink-182,514599
Let's Groove,"Earth, Wind & Fire",514465
Under Enemy Arms,Trippie Redd,514318
Beautiful Soul,Jesse McCartney,513770
Occupied,Rich Brian,512298
100 Grandkids,Mac Miller,510283
Mission,Jaden,509878
ELEMENT.,Kendrick Lamar,509841
6 God,Drake,509680
Bad Boy,Red Velvet,509554
BAD NEWS,Aries,509321
Shawshank [Feat. Tate Kobang],Denzel Curry,509203
Know Yourself,Drake,508195
Neu Roses (Transgressor's Song),Daniel Caesar,507957
JOHNNY,BROCKHAMPTON,507097
WHO? WHAT!,Travis Scott,505421
Pretty Little Birds (feat. Isaiah Rashad),SZA,504838
Feel Free - Instrumental,RL Grime,504614
when the party's over,Billie Eilish,503995
Flight,Rich Brian,502850
xanny,Billie Eilish,501796
LIFE,Saba,500874
Tiny Cities (feat. Beck),Flume,500182
Break Free,Ariana Grande,499736
T-Shirt,Migos,499230
EX,Kiana Ledé,499080
Upper Echelon (feat. T.I. & 2 Chainz),Travis Scott,498174
Oh Comely,Neutral Milk Hotel,498146
Go Loko,YG,498134
Beat the Case (feat. ScHoolboy Q) / / / Straight Crooked,Ab-Soul,497936
4 Leaf Clover (feat. Steve Lacy),Ravyn Lenae,497304
Lost,Frank Ocean,495266
Feel The Love,KIDS SEE GHOSTS,495159
If I Can't Have You,Shawn Mendes,493354
Impatient,Jeremih,492115
BIG BOY,BROCKHAMPTON,491649
Paradise,Jeremih,491580
Road Run (feat. Shoreline Mafia),ALLBLACK,491370
Faint,Linkin Park,490900
Doves In The Wind,SZA,490432
Drop The Game,Flume,490410
Better Now,Post Malone,488321
New Choppa,Playboi Carti,488059
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,486515
1999 WILDFIRE,BROCKHAMPTON,486324
Go Gina,SZA,486269
She's Mine Pt. 1,J. Cole,485322
End Game,Taylor Swift,485046
Flea Market,Tierra Whack,484222
Summertime In Paris,Jaden,483318
In the End,Linkin Park,483153
money machine,100 gecs,483012
Midnight City,M83,482880
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,481737
Ghost Town,Kanye West,481722
Theres No Sympathy for the Dead,Escape the Fate,481165
18,Kris Wu,481081
Who Dat Boy,"Tyler, The Creator",480175
Take It Back,Blood Orange,479998
Steps,Zac Flewids,479902
Gwendolynn's Apprehension,Mick Jenkins,479298
out for the night - part 2,21 Savage,479037
TABOO | TA13OO,Denzel Curry,478220
Gravy For Pope,Yung Gravy,478218
Call Me,NAV,476134
Practice,Drake,475466
The Way,Ariana Grande,475292
WIN,Jay Rock,474699
I've Always Been,Mac Ayres,474291
Boy With Luv (feat. Halsey),BTS,473903
Take It Away,RL Grime,471806
Again,Jaden,471775
Curious,Rich Brian,471217
Work Out,J. Cole,470640
Gold Teeth,Blood Orange,470005
You Remind Me (feat. Stanaj),Gryffin,469963
Photosynthesis,Saba,469722
Space Cadet (feat. Gunna),Metro Boomin,468991
Up Down (Do This All Day) (feat. B.o.B),T-Pain,467741
"New Coupe, Who Dis? (feat. Mick Jenkins)",Smino,466327
7 rings,Ariana Grande,464278
Giannis (feat. Anderson .Paak),Freddie Gibbs,464091
Atoms - Said the Sky Remix,RL Grime,464017
Whatchamacallit (feat. Chris Brown),Ella Mai,463492
Church,Kota the Friend,463449
No Lie (feat. WizKid),GoldLink,462890
She's Mine Pt. 2,J. Cole,462680
ZIPPER,BROCKHAMPTON,458269
Deja Vu,J. Cole,457076
ERYS,Jaden,456644
Cocaine,Logic,455880
How to Love (feat. Sofia Reyes),Cash Cash,454343
Bad Bad Bad (feat. Lil Baby),Young Thug,452985
Drip Too Hard (Lil Baby & Gunna),Lil Baby,452931
"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",Dreamville,452332
all my friends,21 Savage,451746
Yacht (K) [feat. Sik-K],Jay Park,451476
Silence,Marshmello,451374
Birthday Sex,Jeremih,450551
Hope,Blood Orange,450457
Jet Lag,A$AP Ferg,450207
wonderful,Travis Scott,449540
City of Sound,Big Wild,449253
Lonely,Mac Ayres,448969
HEAT,BROCKHAMPTON,448853
This Bag,Mac Ayres,447550
Somewhere I Belong,Linkin Park,447362
WASTE,BROCKHAMPTON,447277
FUCKING YOUNG / PERFECT,"Tyler, The Creator",446637
Winners Circle,Anderson .Paak,446434
BMO,Ari Lennox,445269
Birmingham,Blood Orange,445214
I'll Come Too,James Blake,444800
Everything (feat. John Legend),Ella Mai,444224
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,444150
Fabrics,Felly,443712
Everlasting Love,Sabrina Claudio,443663
Through The Fire And Flames,DragonForce,441560
Come Down,Anderson .Paak,441551
Bugs Life,Tierra Whack,441079
Wildest Dreams,Taylor Swift,440880
Stay Tru,Mereba,440755
untitled 08 | 09.06.2014.,Kendrick Lamar,440346
Canal St.,A$AP Rocky,440089
Self Control,Justice Der,440000
Years Gone By,Avantdale Bowling Club,438520
PartyIsntOver/Campfire/Bimmer,"Tyler, The Creator",438493
Shake It Off,Taylor Swift,438400
Good For You,Blood Orange,438262
Dance,offonoff,438068
La Cienega,88rising,437608
Unbothered,Ski Mask The Slump God,436970
NEW ORLEANS,BROCKHAMPTON,436892
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,435676
. . . Lost,Shallou,435442
Attention (feat. Offset),Rich Brian,435257
Skyfall,t. $cott,435039
Bossa No Sé (feat. Jean Carter),Cuco,434640
good kid,Kendrick Lamar,430518
Computer Blue,Prince,428570
Shot Clock,Ella Mai,427601
Shot You Down (feat. Jay Rock & ScHoolboy Q),Isaiah Rashad,426996
Stuck in the Mud (feat. SZA),Isaiah Rashad,424540
GAMBA,BROCKHAMPTON,424066
Down,Jay Sean,424050
Stairway to Heaven - Remaster,Led Zeppelin,423810
The Race,Tay-K,423716
Anything,SZA,423706
Gotta Get Up - Interlude,Kali Uchis,422922
Money Longer,Lil Uzi Vert,422540
passionfruit,Yaeji,422522
Does This Ski Mask Make Me Look Fat?,JPEGMAFIA,421542
Square Up,Zack Fox,421114
Black Nails,Tierra Whack,421046
Fuck Love (feat. Trippie Redd),XXXTENTACION,420943
Company,Drake,419800
Runnin’,Blood Orange,419659
Nuestro Planeta (feat. Reykon),Kali Uchis,419361
Enemies,Rich Brian,418871
Surf (feat. Gunna),Young Thug,418858
Timid,Jeebanoff,418824
Gravy Train,Yung Gravy,418788
Bye Bye (feat. Ivy Adara) - Acoustic/The Gravity Sessions,Gryffin,418244
Stylish,LOOΠΔ,418222
Saint Pablo,Kanye West,417230
Tonight,Kidswaste,416409
30 Hours,Kanye West,416339
Without Me,Halsey,414625
Big Rings,Drake,414202
CHICK,BROCKHAMPTON,414200
Ultralight Beam,Kanye West,413633
Swoosh,GoldLink,411756
Wouldn't Leave,Kanye West,410352
DUCKWORTH.,Kendrick Lamar,409908
rockstar (feat. 21 Savage),Post Malone,407358
Potions,SLANDER,407146
OK,Madeon,407046
Language,Porter Robinson,405643
Cut the Kid,Madeon,405211
imagine,Ariana Grande,404938
Day 'N' Nite (nightmare),Kid Cudi,404617
Daddy (feat. Rich The Kid),Blueface,404512
Sonshine,Deaton Chris Anthony,404424
1997 DIANA,BROCKHAMPTON,404207
WHERE THE CASH AT,BROCKHAMPTON,403282
Arcus,RL Grime,403200
Hey Up There (feat. Ty Dolla $ign),Buddy,402743
Un Nouveau Soleil,M83,402346
TRIP,BROCKHAMPTON,401976
Skateboard P (feat. Big Sean),MadeinTYO,400751
Bahamas,A$AP Mob,400598
I Got You (Always and Forever),Chance the Rapper,399866
Starlight,Jai Wolf,399025
I Bought Her (feat. Lil Duke),Young Thug,398160
STUPID,BROCKHAMPTON,397690
Floating (feat. 21 Savage),ScHoolboy Q,396748
Overdue (with Travis Scott),Metro Boomin,396693
Don't,Bryson Tiller,396586
The Downfall of Us All,A Day To Remember,396463
Let the Flames Begin,Paramore,396452
SLOW DANCING IN THE DARK,Joji,396129
I THINK,"Tyler, The Creator",395915
Make It Better (feat. Smokey Robinson),Anderson .Paak,395530
Trust Issues,Rico Nasty,395294
Save Me,BTS,395184
Sticky,Ravyn Lenae,394898
Little Red Corvette,Prince,394181
NOBODY FALLS,Duckwrth,393626
Omaha,Toro y Moi,393580
Paris,$uicideBoy$,393159
Summertime,clipping.,392818
Fuck Off,Tierra Whack,392685
Dance to the Music,Sly & The Family Stone,392414
Babylon (feat. Denzel Curry),Ekali,392287
Hotel California - 2013 Remaster,Eagles,391376
Walk It Talk It,Migos,391345
In the Name of Love,Martin Garrix,391124
Wild Love (feat. The Weeknd & Francis and the Lights),Cashmere Cat,390800
Energy,Big K.R.I.T.,390640
Saint,Blood Orange,390574
WANT U (feat. Lilianna Wilde),ARMNHMR,390416
Vice City (feat. Black Hippy),Jay Rock,390286
KRUSHED ICE (with Valee),Smino,389764
Get The Bag,A$AP Mob,389347
lowkey,NIKI,387399
"Bool, Balm & Bollective",YG,386268
Speak To Me,Ari Lennox,386105
Perfecto,Mac Miller,383468
The Thrill - Porter Robinson Remix,NERO,383086
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,382964
SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,Denzel Curry,382292
What Happens,A$AP Mob,381558
ARE YOU OK?,Daniel Caesar,380835
Backyard,YUNG CHADWICK,380087
Hot Shower,Chance the Rapper,380065
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,379649
Runaway (U & I),Galantis,379423
Fuck Wit Me,REASON,379399
odds,NIKI,378777
Bussdown (feat. Offset),Blueface,377902
HER Love [Feat. Daniel Caesar with special guest Dwele],Common,377852
Honesty,Pink Sweat$,377718
Matches,Cash Cash,377713
Think About Me,dvsn,377349
My Favorite Part,Mac Miller,376904
Feels - Jai Wolf Remix,Kiiara,376276
OMG,RL Grime,376154
Run Away,Manila Killa,376000
Sahara Love - Seven Lions Remix,Above & Beyond,375700
Padded Locks (feat. Ghostface Killah),Mick Jenkins,375630
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,375073
No More Parties In LA,Kanye West,374413
A Moment Apart,ODESZA,373571
Middle Of The Summer (feat. Red Coldhearted),Playboi Carti,373408
Orlando,Blood Orange,372132
HEAVEN BELONGS TO YOU,BROCKHAMPTON,371886
Company,Justin Bieber,370833
F(r)iends,Avantdale Bowling Club,370640
oui,Jeremih,369852
Cooks,Still Woozy,369720
No Heart,21 Savage,369691
FABRIC,BROCKHAMPTON,369564
Jollof Rice (with EARTHGANG),Bas,369178
BOOM!,Lil Yachty,369125
Stay,Mac Ayres,369116
Blowin' Minds (Skateboard),A$AP Mob,368733
No Interruption,Hoodie Allen,368566
urs,NIKI,368349
Bad Blood,Taylor Swift,368190
song like you,Bea Miller,367240
Baby Florence (Figure),Blood Orange,366207
Painkiller,Judas Priest,365826
Howlin' 404,DEAN,365477
Falling Down,Atreyu,365068
Energy,Drake,363866
BabyWipe,Ski Mask The Slump God,363612
Voices,Flume,363367
Heart Don't Stand a Chance,Anderson .Paak,363037
Champagne and Pools (feat. Blackbear & Kyle),Hoodie Allen,362610
in the car,offonoff,361163
Drowning (feat. BADBADNOTGOOD),Mick Jenkins,360502
Blind Man,Xavier Omär,360428
Years Of War,Porter Robinson,360293
boyfriend (with Social House),Ariana Grande,359637
Hair Down (feat. Kendrick Lamar),SiR,359558
Planet God Damn (feat. Njomza),Mac Miller,358300
Honor,Atreyu,358196
Sativa,Jhene Aiko,358155
Trap And A Dream (feat. Meek Mill),A$AP Ferg,357587
TOKYO,BROCKHAMPTON,357529
SAD!,XXXTENTACION,357406
Tuesday Feeling (Choose To Stay),Blood Orange,354324
Illuminate (feat. Kendrick Lamar),Ab-Soul,354277
Nikes,Justice Der,353835
3,Flume,353429
3 Headed Snake (feat. Young Thug),Gunna,353074
Lying from You,Linkin Park,352321
Doorman,slowthai,351666
Fried Rice (with JID),Bas,351386
Countin' Up,Rico Nasty,351255
TTM (feat. Wiz Khalifa & NGHTMRE),PnB Rock,351168
The Matrimony (feat. Usher),Wale,350537
Zeltron 6 Billion,Denzel Curry,350252
HUMBLE.,Kendrick Lamar,348808
Trndsttr - Lucian Remix,Black Coast,348319
Take Your Time,Blood Orange,347289
Nightmares Are Real (feat. Pusha T),YBN Cordae,346780
Reborn,KIDS SEE GHOSTS,346747
Wet Dreamz,J. Cole,346298
Equalizer,Denzel Curry,346172
all the good girls go to hell,Billie Eilish,346136
POWER (feat. Ty Dolla $ign),YG,345786
TEAM,BROCKHAMPTON,345114
P,Jaden,344826
Floyd Mayweather,Young Thug,344598
"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,344289
Cartier Gucci Scarf (feat. Lil Duke),Young Thug,343252
Godspeed,Frank Ocean,342624
Silkk da Shocka (feat. Syd),Isaiah Rashad,342521
River,UMI,342354
"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",Powers Pleasant,342334
Pink Matter,Frank Ocean,341789
F9mily (You & Me),Lil Nas X,341589
Other Shit,Playboi Carti,338683
Young Jesus,Logic,338410
Lost It (feat. Quavo & Offset),Rich The Kid,337892
FEAR.,Kendrick Lamar,336388
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",334712
Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,Ekali,334526
Champions,Kanye West,334253
untitled 07 | 2014 - 2016,Kendrick Lamar,334214
Straight Outta Compton,N.W.A.,333740
JESUS,BROCKHAMPTON,333717
Vacant,Rich Brian,333273
Californication,Red Hot Chili Peppers,332795
D.R.U.G.S.,Ab-Soul,331928
Raisin' Hell - Extended Version,Fastway,331254
LOVE ME FOR LIFE,BROCKHAMPTON,330447
So It Goes,Mac Miller,330188
We Go High,Chance the Rapper,329676
Dancing With The Devil,NIKI,329136
Passionfruit,Justice Der,329041
FUCK ICE,WETBACKMANNY,327875
Jumped Out the Window,Young Thug,326993
Devil In A New Dress,Kanye West,326478
151 Rum,JID,326271
"Everyday, Everyday",Manila Killa,325654
6's to 9's (feat. Rationale),Big Wild,324696
PUSSY MONEY FAME,YG,324242
Next to You,Mac Ayres,323851
Peach Jam,88rising,323426
Letting In,Beauville,322964
Intro,M83,322760
Follow You Down,Zedd,322558
8,Billie Eilish,321186
The Real Her,Drake,321080
Go,Huncho Jack,321074
Lo Que Siento,Cuco,320996
SHAKE ME UP - FRIDAY NIGHT MIX,VALENTINA,319800
The Beautiful Ones,Prince,319771
Nirvana (with Falcons & B. Lewis),Bas,319278
IFHY,"Tyler, The Creator",319253
Sauce,Ella Mai,319248
You're The One - Rameses B Remix,Slim Tim,319058
FIGHT,BROCKHAMPTON,318426
Crazy Brazy,A$AP Mob,318412
Ride,A$AP Ferg,318020
Sun Models (feat. Madelyn Grant),ODESZA,318005
St. Lucia,Future,317453
Up My Sleeves,Death Grips,316932
Nappy Wonder,Blood Orange,316260
21,DEAN,316087
Slow Down Love,Louis The Child,315782
Slide (feat. Frank Ocean & Migos),Calvin Harris,315605
If You Know You Know,Pusha T,315240
Runnin' Thru The 7th With My Woadies,$uicideBoy$,315167
Jasmine,DPR LIVE,314622
COOLEST MONKEY IN THE JUNGLE,Ski Mask The Slump God,314369
Play Loud,Go2,314345
Two-Headed Boy Pt. 2,Neutral Milk Hotel,313973
O Pana!,$uicideBoy$,313758
Thunder,Roy Blair,313663
Upgrade,Flume,313430
Dreamtime,Flume,312884
Leave Your Things Behind II,$uicideBoy$,312025
Butt Naked (feat. Rico Nasty),A$AP Ferg,311046
Hi High,LOOΠΔ,310647
Coming Back,Domo Genesis,310354
Madonna,Drake,310330
Safe - Shallou Remix,Daya,310312
Floating (feat. Khalid) [filous Remix],Alina Baraz,309580
Venom,Little Simz,309498
Lost In Japan - Remix,Shawn Mendes,308827
Get Away,Mac Ayres,308825
Open Your Eyes,Rameses B,308000
Suge,DaBaby,307705
Mileage (feat. Chief Keef),Playboi Carti,307683
Still (Feat. Crush),Loco,307260
Moon Rock,Huncho Jack,307062
Right Here,Justin Bieber,306801
North$ide,Destiny Rogers,306450
Flicker,Porter Robinson,305569
The Search,NF,305170
Childs Play,Drake,304916
Wavybone,A$AP Rocky,304227
Chateau,Jaden,304033
Where Does The Time Go (feat. Joji),Rich Brian,303478
my strange addiction,Billie Eilish,303252
Tình khúc Thụy Du,Tuấn Ngọc,303240
Lord Knows (feat. Tory Lanez),Meek Mill,303160
Monster,Kanye West,302841
Again,Rico Nasty,302710
Palladium,Weather Report,302663
Costa Rica (feat. Ski Mask the Slump God),Ronny J,301720
Whipped Cream,Ari Lennox,300992
party (Shut Down) [feat. Crush],Sik-K,300602
"Go Loko (feat. Tyga, Jon Z)",YG,300519
Fire Squad,J. Cole,300491
Simon Says (feat. Juicy J),Megan Thee Stallion,300438
Starving,Hailee Steinfeld,300353
Story 2,clipping.,300130
Undo - AWAY Remix,RL Grime,299307
Welcome to the Black Parade,My Chemical Romance,298538
Freestyle S**t,Freddie Gibbs,298469
Say It (feat. Tove Lo) [SG Lewis Remix],Flume,297600
Cult Of Personality (Re-Recorded / Remastered),Living Colour,297391
Rope (feat. SiR) // rosegold,Isaiah Rashad,297374
"Mattress REMIX (feat. A$AP Rocky, Playboi Carti, Rich The Kid & Famous Dex)",A$AP Ferg,296562
Love Countdown - Extended Version,Fastway,296440
We Built This City,Starship,296080
Actin Crazy,Action Bronson,294814
Bad Romance,Lady Gaga,294453
Motiv8,J. Cole,294312
Icarus - Live Version,Madeon,294246
Babushka Boi,A$AP Rocky,294155
Bulls On Parade,Rage Against The Machine,294124
Erase,Omar Apollo,293534
Clique,Kanye West,293435
Nothing,Rex Orange County,293346
Egoist (Olivia Hye) (Feat. JinSoul),LOOΠΔ,293011
Sure Thing,Miguel,292812
Hummer Limo,A$AP Ferg,292561
Confessions of a Dangerous Mind,Logic,292479
5 O'Clock,T-Pain,292448
Sore Loser,Tierra Whack,292414
A Remark You Made,Weather Report,292100
POWER,Kanye West,292093
Drew Barrymore,SZA,292021
Doubt (Summer Edit),Shallou,290658
Say My Name (feat. Zyra),ODESZA,290507
Shattered Dreams,Earl Sweatshirt,289494
BURNING UP FOR YOU,Sara,289466
Hate Government,Denzel Curry,289398
Walkway Blues (feat. J Laser),M83,289120
Dance In The Dark,Lady Gaga,289013
Paradise (feat. Badbadnotgood & Sean Leon),Daniel Caesar,288698
Knock Knock,MED,288589
SPINZ,Smino,288210
BedRock,Young Money,288133
No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,287495
Disparate Youth,Santigold,287216
Foreign,Playboi Carti,286890
Ransom,Lil Tecca,286557
1999,Prince,286480
Wake Me up When September Ends,Green Day,285653
Head,Prince,285506
Bounce Out With That,YBN Nahmir,285292
So Many Details,Toro y Moi,285036
Roo,Chance the Rapper,284021
brighter days,San Holo,283679
The Less I Know The Better,Tame Impala,283638
Mood (feat. Splurge),Rico Nasty,283224
예뻤어 You Were Beautiful,DAY6,283160
Edge Of The Earth/Post Mortem Boredom,Kid Cudi,283120
Boogie Wonderland,"Earth, Wind & Fire",283116
Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,282111
BEN CARSON,BROCKHAMPTON,281860
Slow Motion,Trey Songz,281671
Icy (feat. Gucci Mane),Logic,281642
Ignorance,Paramore,281187
Skin,Shallou,280454
Proud Of U (feat. Young Thug),EARTHGANG,280325
Wax On (Feat. Freddie Gibbs),Injury Reserve,280317
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,280150
Let's Go Crazy,Prince,280000
History,88rising,279873
Beef Rap,MF DOOM,279666
Rollin,Calvin Harris,279613
E.T.,Yung Gravy,279403
"Bitch, Don’t Kill My Vibe - Remix",Kendrick Lamar,278800
KOVERT,Smino,278616
Amnesia (with Ari Lennox & Kiddominant),Bas,278588
Forever,Chris Brown,278573
Moments,MitiS,278400
Pineapple Skies,Miguel,278223
Helter Skelter - Anthology 3 Version,The Beatles,277920
Skrawberries (feat. BJ The Chicago Kid),JID,277822
Envy Me,Denzel Curry,277712
White Lies (feat. Jenni Potts),ODESZA,277333
Come Over,DEAN,276516
Happy Ending,Hopsin,276231
20 Min,Lil Uzi Vert,276020
Where's The Catch? (feat. André 3000),James Blake,276000
Seven Hours Part 1,Blood Orange,275262
It’s Only (feat. Zyra),ODESZA,274680
OooWee,Rapsody,274450
Alejandro,Lady Gaga,274213
Juicy,The Notorious B.I.G.,274067
Heatstroke,Calvin Harris,274037
Hotline Bling,Drake,273936
Paranoid,Post Malone,273529
Jewelry,Blood Orange,273488
With Me,dvsn,272950
Stay For It,RL Grime,272522
Sky Fall,Travis Scott,272287
Say It (feat. Tove Lo) [Stwo Remix],Flume,272032
Exactly (feat. J.I.D),EARTHGANG,272030
Ball For Me (feat. Nicki Minaj),Post Malone,271866
I Ain't Got Time!,"Tyler, The Creator",271828
New Level (feat. Future),A$AP Ferg,271669
Flickted,EARTHGANG,271666
Still Mine (feat. Wale),ELHAE,271512
Collapse (feat. Memorecks),Zeds Dead,271466
Bohemian Trapsody,Logic,271090
Canadian Goose,ALLBLACK,270910
Liquid Swords,GZA,270800
Speechless,Lady Gaga,270746
Meet Again,Maxo Kream,270722
YOO,Denzel Curry,270405
Go Legend (& Metro Boomin),Big Sean,270403
Rubbin off the Paint,YBN Nahmir,269977
Go with It,The Internet,269876
Who That Be,Rich Brian,269758
When I'm Down,Whethan,269697
Floor Seats,A$AP Ferg,269453
Streetcar,Daniel Caesar,269309
WE GOT THE BISCUITS,Smino,269244
Promises - Skrillex & Nero Remix,NERO,268706
Really Doe,Danny Brown,268494
Heaven,Big Wild,268108
BULLETPROOF (feat. Jay 305),YG,267766
Song 32,Noname,267638
Wanna Be,The Internet,267400
Detransitioning,Uboa,267333
Impulse,An Endless Sporadic,267151
Dreams Money Can Buy,Drake,267133
Up Late,Ari Lennox,267108
Ballet (feat. Bari),Smino,266933
This War Is Ours (The Guillotine II),Escape the Fate,266733
So Good,Omar Apollo,266560
One's Own,Koven,266404
Sober,Mahalia,266287
Two-Headed Boy,Neutral Milk Hotel,266106
Neighbors,J. Cole,265465
"If You Leave - From ""Pretty In Pink""",Orchestral Manoeuvres In The Dark,265360
Half Manne Half Cocaine,Freddie Gibbs,265312
Free As A Bird - Anthology 1 Version,The Beatles,265293
Prom,SZA,265280
Juno,Choker,265030
I Just Need Love,Mac Ayres,264504
Rubber Band Man (feat. Cam'ron),A$AP Ferg,264463
Ciabatta,Smino,264400
You're On (feat. Kyan) - Oliver Remix,Madeon,264166
Careful,Paramore,264166
BLACK OUT,Overload,263709
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,263126
Stay the Night,The Internet,263021
New Map,M83,262746
Hot Head,Death Grips,262511
Heavenly Father,Isaiah Rashad,262434
UR NOT PRECIOUS,Aries,262322
One Night Savage (feat. MadeinTYO),A$AP Ferg,262263
Free,Flume,262109
Holy Will,Blood Orange,262098
i can't breathe,Bea Miller,261855
Never Lost,Sheck Wes,260946
The Law (feat. Mac Miller & Rapsody),Ab-Soul,260510
Silly Sam,Tierra Whack,260483
High,Big Sean,260453
Richard Simmons,Yung Gravy,260395
The Waters,Mick Jenkins,260195
Come Together - Remastered 2009,The Beatles,259946
Thousand Words,YBN Cordae,259806
Don't Come Out The House (with 21 Savage),Metro Boomin,259682
