trackName,artistName,explicit,popularity,id
good kid,Kendrick Lamar,1,54,5vuJuBqwzHJgCA1ysRfwxZ
Computer Blue,Prince,0,45,3rNCkAhv9cASYco3kC9q3D
Shot Clock,Ella Mai,1,70,2GlATHCDbLW7xq5BE0Bz5g
Shot You Down (feat. Jay Rock & ScHoolboy Q),Isaiah Rashad,1,55,01wKeKPgYxdPYA8rfMveYc
Stuck in the Mud (feat. SZA),Isaiah Rashad,1,53,2eYY43d0V17SxOX0g7sBAD
GAMBA,BROCKHAMPTON,1,52,4zbb4mISfck5isCpFsjsr3
Down,Jay Sean,0,75,7LP4Es66zdY7CyjepqmvAg
Stairway to Heaven - 2012 Remaster,Led Zeppelin,0,77,5CQ30WqJwcep0pYcV4AMNc
The Race,Tay-K,1,72,3wGXyJGsCf1myH5MooQIqE
Anything,SZA,1,57,0336UwEBwBBao8uWCuugYr
Gotta Get Up - Interlude,Kali Uchis,0,51,7N3c9CKUmRqrt3dDvGWBWG
Money Longer,Lil Uzi Vert,1,77,0B8QzDH7YWih85V5SEMnyJ
passionfruit,Yaeji,0,57,7lW2HbFRh65PMz82J7mPnb
Does This Ski Mask Make Me Look Fat?,JPEGMAFIA,1,52,3RjZPlsPExqGxYEsBRi1oY
Square Up,Zack Fox,1,55,5QVVZCiiLA4U6ZPA1OXU5f
Black Nails,Tierra Whack,1,45,50PvTiqi0cZne4mKR7HRck
Fuck Love (feat. Trippie Redd),XXXTENTACION,1,83,7AQim7LbvFVZJE3O8TYgf2
Company,Drake,1,60,6ImxYXeLDQPIv4qo7bMhSk
Runnin’,Blood Orange,0,41,7eCJ3bONwNeNDViF383s1E
Nuestro Planeta (feat. Reykon),Kali Uchis,1,56,12TOa8pzhbLTWh1vxIsPMp
Enemies,Rich Brian,1,46,1LjNfa52hD7EduC4EvZY51
Surf (feat. Gunna),Young Thug,1,64,6igOR5QCn09zAVF2ikZjsV
Timid,Jeebanoff,0,45,6Stb5xQgTF3bzGWlqryMxG
Gravy Train,Yung Gravy,1,64,3qOkkP9JLltoUvaLjEXTmW
Bye Bye (feat. Ivy Adara) - Acoustic/The Gravity Sessions,Gryffin,0,44,2GnCkaWF1sz1dcwOMhfh5Z
Saint Pablo,Kanye West,1,63,1o0kWPueYo94LIjPYOE5Nf
Tonight,Kidswaste,0,53,7dvg5YratVoM7s8LoZp26D
30 Hours,Kanye West,1,60,2CHmgtK8OCL28WtIK96u4N
Without Me,Halsey,1,84,5p7ujcrUXASCNwRaWNHR1C
Big Rings,Drake,1,61,7jslhIiELQkgW9IHeYNOWE
CHICK,BROCKHAMPTON,1,49,6bMLXWNukxfiUqH1D0ud1Z
Ultralight Beam,Kanye West,1,70,1eQBEelI2NCy7AUTerX0KS
Swoosh,GoldLink,1,41,7Lqkv1Z3D6iW5C12q7TRhy
Wouldn't Leave,Kanye West,1,61,1nGoy0cEj0extAwXYNYTWd
DUCKWORTH.,Kendrick Lamar,1,63,0y9uTzK9cNKSAEHnpeRG8C
rockstar (feat. 21 Savage),Post Malone,1,87,0e7ipj03S05BNilyu5bRzt
Potions,SLANDER,0,61,5uGCoNepb3NfYHzdVDXQtC
OK,Madeon,0,44,43HB8rqTgyyvG74mMAHXnL
Language,Porter Robinson,0,53,4ta97KyyCWLCQAAFtOWFpy
Cut the Kid,Madeon,0,41,6HCYraYP2Q91yZZ9wQqkBi
imagine,Ariana Grande,1,75,39LmTF9RgyakzSYX8txrow
Day 'N' Nite (nightmare),Kid Cudi,0,71,5FEXPoPnzueFJQCPRIrC3c
Daddy (feat. Rich The Kid),Blueface,1,76,4hanO6Du5J7QEguNHYZHmw
Sonshine,Deaton Chris Anthony,0,44,5UEtcDT55bn7dR7sGqYf7h
1997 DIANA,BROCKHAMPTON,1,55,55jQMevNp7aWtiW5LPlPoa
WHERE THE CASH AT,BROCKHAMPTON,1,49,3t1cMXPS25j8hpzJyLY3Pn
Arcus,RL Grime,0,53,49y2VrMPdKHgjugZh4gqD9
Hey Up There (feat. Ty Dolla $ign),Buddy,1,44,4AZ31ri9jbxfwYBNDmOBLB
Un Nouveau Soleil,M83,0,37,3FIonH7Bwx8IMa0xXngfsS
TRIP,BROCKHAMPTON,1,49,0oLQRGhq7ltPDF6ThfqQdc
Skateboard P (feat. Big Sean),MadeinTYO,1,62,07pJdL0L9XDGW0HBj0rIS2
Bahamas,A$AP Mob,1,50,3OTMcouJxgNYYwuLsQ4Qw6
I Got You (Always and Forever),Chance the Rapper,0,54,333OkWOgbV6C8I5wRLfuSx
Starlight,Jai Wolf,0,59,4Dnss7a0Fobyvw2aWBnDzm
I Bought Her (feat. Lil Duke),Young Thug,1,52,7HPUVxJdwGMujRmstBlvp7
STUPID,BROCKHAMPTON,1,53,01oc1NWevpGhtCkiX5flPH
Floating (feat. 21 Savage),ScHoolboy Q,1,71,4NN6N5TxBO5k9uqu0W4gfQ
Overdue (with Travis Scott),Metro Boomin,1,70,6LyAwkJsHlW7RQ8S1cYAtM
Don't,Bryson Tiller,1,78,3pXF1nA74528Edde4of9CC
The Downfall of Us All,A Day To Remember,0,66,6G7URf5rGe6MvNoiTtNEP7
Let the Flames Begin,Paramore,0,50,7fx2rt43UfclOOulPwBYk2
SLOW DANCING IN THE DARK,Joji,1,84,0rKtyWc8bvkriBthvHKY8d
I THINK,"Tyler, The Creator",1,74,4f8Mh5wuWHOsfXtzjrJB3t
Make It Better (feat. Smokey Robinson),Anderson .Paak,0,68,4SBVWkRIMJ6WBCYPvr5Bwr
Trust Issues,Rico Nasty,1,46,3U1er6n2pSve0xcNVn9eUu
Save Me,BTS,0,70,54s6sdPuMjVtdB5d5KFzTC
Sticky,Ravyn Lenae,0,58,1rfGO3N4DPGodJLSSY9Re5
Little Red Corvette - Single Version,Prince,0,59,6X4JeTWCuKEzKOEHXDtyBo
NOBODY FALLS,Duckwrth,1,53,19Z7HLXE1wQWD84atodCHK
Omaha,Toro y Moi,0,57,4vDQMtAXkPwRxEqM8oXtMQ
Paris,$uicideBoy$,1,74,4irYeuAi87yyGHcI4h9s0x
Summertime,clipping.,1,36,0dw3eZrspIanEY3x2D6hev
Fuck Off,Tierra Whack,1,47,4iFgO0Rmg5hXcPpM3RpayS
Dance to the Music,Sly & The Family Stone,0,60,1MQWtVcs0PKsY4PA6ZvLiy
Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,Ekali,0,56,0sW7xBDLtKuGvcPxmt75CT
Hotel California - 2013 Remaster,Eagles,0,81,40riOy7x9W7GXjyGp4pjAv
Walk It Talk It,Migos,1,77,6n4U3TlzUGhdSFbUUhTvLP
In the Name of Love,Martin Garrix,0,78,23L5CiUhw2jV1OIMwthR3S
Wild Love (feat. The Weeknd & Francis and the Lights),Cashmere Cat,0,43,5vmakI7B19A2L7WBVutTXO
Energy,Big K.R.I.T.,0,49,6hmFeFu84Kukd73LOwdjtZ
Saint,Blood Orange,0,56,2PzWUwFXApjQBZzKMl4Hd6
WANT U (feat. Lilianna Wilde),ARMNHMR,0,51,4gA8RYIv4IG31JqKUM0QnW
Vice City (feat. Black Hippy),Jay Rock,1,58,2SIdGJTWirTxRNEyCp9ocI
KRUSHED ICE (with Valee),Smino,1,43,0RrStGJK40iOOfH3nMPLcc
Get The Bag,A$AP Mob,1,53,2AyyImkxFBEhfPmIe46Ppl
lowkey,NIKI,1,77,5TTXEcfsYLh6fTarLaevTi
"Bool, Balm & Bollective",YG,1,41,0UmV17gerlXy4V3wuOUWPo
Speak To Me,Ari Lennox,1,50,2ZV03Ca2m4lNnX5gIjf3ef
Perfecto,Mac Miller,1,63,0Xcy81PsJCOO6mhLZaQyQ4
The Thrill - Porter Robinson Remix,NERO,0,51,5ZnOG96081GKWdYzICCzIu
Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,1,57,4RGacGFT2ztXhGgzeaYzIR
SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,Denzel Curry,1,54,3HXSQWIyz7CUEI96kUurwn
What Happens,A$AP Mob,1,46,1MGGbAkpmspdQMjJA8gS2E
ARE YOU OK?,Daniel Caesar,1,60,2hSwwIRD8sahfwQGjFdixz
Hot Shower,Chance the Rapper,1,78,00ko9WaS4jOX1kEk3gvHjf
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,1,74,0AtP8EkGPn6SwxKDaUuXec
Runaway (U & I),Galantis,0,73,46lFttIf5hnUZMGvjK0Wxo
Fuck Wit Me,REASON,1,38,40EzsYqmJjQ5PonhsxYIO3
odds,NIKI,1,54,6PUtUVzOu0Wj6RvoJKini9
Bussdown (feat. Offset),Blueface,1,68,2W5f0B44PC1b5OUdK5VqXw
HER Love [Feat. Daniel Caesar with special guest Dwele],Common,0,48,4ZLVxybMljzL77dCA443Ob
Honesty,Pink Sweat$,1,72,2B1JaRSd7T7YP90n6sCh9I
Matches,Cash Cash,0,55,7nwGvxqSrgAuty1tlPGCFz
Think About Me,dvsn,1,64,4LkLfPYc3yjOta7Gk8FDRB
My Favorite Part,Mac Miller,0,71,66wkCYWlXzSTQAfnsPBptt
Feels - Jai Wolf Remix,Kiiara,1,55,57rOXabUKgkrwHPSqzo4s5
OMG - MYRNE Remix,RL Grime,1,51,7sSAk9HyJr4Kgd3reij1ys
Run Away,Manila Killa,0,47,57silVtrWHoiTZzfic9yt3
Sahara Love - Seven Lions Remix,Above & Beyond,0,53,6KjTXwntv8paBCL3El9TnV
Padded Locks (feat. Ghostface Killah),Mick Jenkins,1,40,2aIFp8ww0MSsLQokxhGCAz
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1,74,15EPc80XuFrb2LmOzGjuRg
No More Parties In LA,Kanye West,1,64,0zLClc0emc6qUeV1p5nc99
A Moment Apart,ODESZA,0,66,59wlTaYOL5tDUgXnbBQ3my
Middle Of The Summer (feat. Red Coldhearted),Playboi Carti,1,57,7AtBtwrKhz94hYXgGYyG58
Orlando,Blood Orange,0,53,1H8BKN1WYV6AW1kghI3ldP
HEAVEN BELONGS TO YOU,BROCKHAMPTON,1,60,5SecO8b3bvFNBTtrTyt91o
Company,Justin Bieber,0,71,61uyGDPJ06MkxJtHgPmuyO
F(r)iends,Avantdale Bowling Club,1,40,004yCDMi3QG6WBTJoW1N4C
oui,Jeremih,0,75,0PJIbOdMs3bd5AT8liULMQ
Cooks,Still Woozy,0,68,75TDPu9k7Yv3IovdYaNCwk
No Heart,21 Savage,1,70,4gmmRb6bZJffOOiww1JGTO
FABRIC,BROCKHAMPTON,1,48,5jQAnD4ISqs7v8FT7povMS
Jollof Rice (with EARTHGANG),Bas,1,56,3eCulo5yg6EwkTfYcy1Xmh
BOOM!,Lil Yachty,1,53,2PsZsnqSMXt4oKi0xHVvgF
Stay,Mac Ayres,0,54,4mIneE97TsDiTsoQkFSDrX
Blowin' Minds (Skateboard),A$AP Mob,1,55,3FUP0gYxsivCHzWzu8uUGw
No Interruption,Hoodie Allen,1,63,2yJVeT8cP1zstJxRP7Nlv8
urs,NIKI,1,64,50oEtTUNlce4TuZXQoJzXW
Bad Blood,Taylor Swift,0,62,273dCMFseLcVsoSWx59IoE
song like you,Bea Miller,0,51,0I1fzd8diPdEqCIW7NCyaj
Baby Florence (Figure),Blood Orange,0,40,7r6bmQt0kYZZL97ihXsNWU
Painkiller,Judas Priest,0,64,0L7zm6afBEtrNKo6C6Gj08
Howlin' 404,DEAN,0,54,35PZU8rfmeul6soWdOTTOZ
Falling Down,Atreyu,0,43,0zZ2eLX39xEIdtKjXMvtpx
Energy,Drake,1,70,79XrkTOfV1AqySNjVlygpW
BabyWipe,Ski Mask The Slump God,1,69,6eKWSrZfzd25TYYxkscWgg
Voices,Flume,0,52,3Xuhi20r1A2FGQHAisL551
Heart Don't Stand a Chance,Anderson .Paak,1,57,25GlFJq5QNAXyVgJvCZ4Mf
Champagne and Pools (feat. Blackbear & Kyle),Hoodie Allen,1,64,7HytU9V8vMCUayply0lYBq
in the car,offonoff,0,43,3pYKGgI0CzsiXUtqI97tuR
Drowning (feat. BADBADNOTGOOD),Mick Jenkins,1,47,4JzhzQT6cRAwqWTs4pE87P
Blind Man,Xavier Omär,0,62,0DQQRJ4sR3pxwom9L7D7QR
Years Of War,Porter Robinson,0,49,4DHkzbZSWxsCsvRoEzr28A
boyfriend (with Social House),Ariana Grande,1,82,0Ryd8975WihbObpp5cPW1t
Hair Down (feat. Kendrick Lamar),SiR,1,66,6sq5mqtS3jwJjvBHALknJH
Planet God Damn (feat. Njomza),Mac Miller,1,55,7bd0BC9RNR6GxJsM3pRwBw
Honor,Atreyu,0,36,7pN4D9asz7LQBkgCu6qNJf
Sativa,Jhené Aiko,1,73,2pg2TiYo9Rb8KeB5JjP7jS
Trap And A Dream (feat. Meek Mill),A$AP Ferg,1,52,7gbs274CmEorDmQuOYzaud
TOKYO,BROCKHAMPTON,1,59,1CKhx6sSkUxzomXnYZqSMh
SAD!,XXXTENTACION,1,85,3ee8Jmje8o58CHK66QrVC2
Tuesday Feeling (Choose To Stay),Blood Orange,1,43,22EW5ouRV8EVvmSsEQaLXD
Illuminate (feat. Kendrick Lamar),Ab-Soul,1,53,3tK9aXMLi2QSMvxAS7rpv5
Nikes,Justice Der,0,39,1MEOLBRp5lZ8PNa3qs4xEA
3,Flume,0,39,3kqXhOP3kzCuqT5Xj689Dr
3 Headed Snake (feat. Young Thug),Gunna,1,64,2OaKHGvIxoOzIYjyMsxcT8
Lying from You,Linkin Park,0,57,3BmjRmFTESgWZLPSVGp8aG
Doorman,slowthai,0,65,7wMCECqH5hlj6HF2J2LKAZ
Fried Rice (with JID),Bas,1,56,5ismU0nq9mjhseSq1pLcuZ
Countin' Up,Rico Nasty,1,56,6UFG7GbMAeeMijEyrp6f1D
TTM (feat. Wiz Khalifa & NGHTMRE),PnB Rock,1,62,2lH43POZa4XHxydnZizET5
The Matrimony (feat. Usher),Wale,1,54,7vlPI45Zzzk0palLdKry4k
Zeltron 6 Billion,Denzel Curry,1,46,3J6XC8Xo5kWqitzWgV4zgl
HUMBLE.,Kendrick Lamar,1,82,7KXjTSCq5nL1LoYtL7XAwS
Trndsttr - Lucian Remix,Black Coast,0,59,2O9hsVDgcwTUWTV8oluw3A
Take Your Time,Blood Orange,0,42,2CRe6RkEv44m7aUglQ3tCu
Nightmares Are Real (feat. Pusha T),YBN Cordae,1,57,0LMgvEwpTKbo2fHS7Qcypy
Reborn,KIDS SEE GHOSTS,1,72,4RVbK6cV0VqWdpCDcx3hiT
Wet Dreamz,J. Cole,1,77,6Ius4TC0L3cN74HT7ENE6e
Equalizer,Denzel Curry,1,45,5GC39eRKcLeYTS3jMIAJOj
all the good girls go to hell,Billie Eilish,0,84,6IRdLKIyS4p7XNiP8r6rsx
POWER (feat. Ty Dolla $ign),YG,1,50,4QL6NHf6sl3Sx58AFKc1GQ
TEAM,BROCKHAMPTON,1,54,3dzi1yJbrxUaPS3yjn9SgV
Summertime In Paris,Jaden,1,73,6XNANAB7sFvkfho6bMCp7o
"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",Young Thug,1,56,5ALc7rbru6QOLGodVSDocc
"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar,1,58,3q2v8QaTnHLveAQzR6gvYm
Cartier Gucci Scarf (feat. Lil Duke),Young Thug,1,52,3TWSar7EBNWZVeEWqDSjpw
Godspeed,Frank Ocean,0,64,34xTFwjPQ1dC6uJmleno7x
Silkk da Shocka (feat. Syd),Isaiah Rashad,1,56,5f6esnDQcBiFAm8iMfkw12
River,UMI,1,60,40kU9OJ2myahlf1FRg2GJi
"Please Forgive (feat. Denzel Curry, IDK, Zombie Juice & ZillaKami)",Powers Pleasant,1,52,5dv1VQpsAbUv8xf8MrhoqA
Pink Matter,Frank Ocean,1,63,1fOkmYW3ZFkkjIdOZSf596
F9mily (You & Me),Lil Nas X,0,58,1ABQT5SxlUTNapSbSzblGx
Other Shit,Playboi Carti,1,54,1KsfhDZbBY2JjTHLmYhkK1
Young Jesus,Logic,1,58,0KiKfllNTmhImvXVIHqR0z
Lost It (feat. Quavo & Offset),Rich The Kid,1,62,68449VKGwYShObwI2UFdFt
FEAR.,Kendrick Lamar,1,64,23luOrEVHMfoX0AhfbQuS6
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",1,65,5A0M6B0RBSXSNWv0wcppZ9
Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,Ekali,0,56,0sW7xBDLtKuGvcPxmt75CT
Champions,Kanye West,1,67,2nBI3iWLhupR7LyAJ5GGkE
untitled 07 | 2014 - 2016,Kendrick Lamar,1,59,40IQooNkPRVtn4zlE3ZFpA
Straight Outta Compton,N.W.A.,1,69,6KIKRz9eSTXdNsGUnomdtW
JESUS,BROCKHAMPTON,1,49,2WVsyRWVM6xyKkZadKu32E
Vacant,Rich Brian,1,51,1M86gMpkoaXg83hOdGGhCw
Californication,Red Hot Chili Peppers,0,80,48UPSzbZjgc449aqz8bxox
D.R.U.G.S.,Ab-Soul,1,52,09avKKLKXaJcbeaGTmLCOs
Raisin' Hell - Extended Version,Fastway,0,23,1ZsSGRnXAH8YYuVAJhzF6U
LOVE ME FOR LIFE,BROCKHAMPTON,1,60,41PCkAcfU1UiSKUDtt6tXQ
So It Goes,Mac Miller,1,66,0EA2RhRHL4KWeNa7JfD1Yw
We Go High,Chance the Rapper,1,57,01GmGxOPy22EdAZGC0X6q1
Dancing With The Devil,NIKI,1,55,6sjlDvvIQskeRtipoastyN
Passionfruit,Justice Der,0,49,2T7iacVdKNRqijRYwlukrY
Fuck Ice 2,WETBACKMANNY,1,28,4e7V4BIhKbjUzN2VdRbJD0
Jumped Out the Window,Young Thug,1,54,0o7Zga5TFy35CcivyPDO5m
Devil In A New Dress,Kanye West,1,66,1UGD3lW3tDmgZfAVDh6w7r
151 Rum,JID,1,69,22WV03i2lBbwNVCE1g671p
"Everyday, Everyday",Manila Killa,0,51,74Q7M6iLY8PGGeC2L2RtW8
6's to 9's (feat. Rationale),Big Wild,0,64,4DAaQ5InUO23d8yNRbB0Yj
PUSSY MONEY FAME,YG,1,39,0x5ptUe0lw50eIRUGBfsb8
Next to You,Mac Ayres,0,40,2YrY6NOa7tpNCgOUnTloj5
Peach Jam,88rising,1,61,6dktyiCWz2JYGmcPQ5D5dY
Letting In,Beauville,0,54,1WoJEWUPjhCTwfbOeUjoCI
Intro,M83,0,47,6XDFFeinPXgy3auyC7huoC
Follow You Down,Zedd,0,46,2VtX9viww814jnWFERUhAS
8,Billie Eilish,0,79,6X29iaaazwho3ab7GNue5r
The Real Her,Drake,1,57,74atKkOasLOVzvqB6mYgga
Go,Huncho Jack,1,54,4RgoqOBE34Q6zZj8K7RUAx
Lo Que Siento,Cuco,0,74,3oyf4dalm17kzTE8LJDbgR
SHAKE ME UP - FRIDAY NIGHT MIX,VALENTINA,0,33,6knGNaPBPsdJIXXWrNWort
The Beautiful Ones,Prince,0,51,1BNtFSws7fjbn9aVBPA79j
Nirvana (with Falcons & B. Lewis),Bas,1,52,7LjRPqtlYb2qyqUmKOwKuz
IFHY (feat. Pharrell),"Tyler, The Creator",1,66,0NjW4SKY3gbfl2orl1p8hr
Sauce,Ella Mai,1,60,5VqKdNoamMXrmRmqVmi9ke
You're The One - Rameses B Remix,Slim Tim,0,14,2dOesM8FgtoMBcTqorK8r6
FIGHT,BROCKHAMPTON,1,50,7sJ7zlySCbRw6OjlLhVQMt
Crazy Brazy,A$AP Mob,1,53,59e7E2LMPZ2bhW5G6aCwX8
Ride,A$AP Ferg,1,45,5ja2tvpMNxz9AqMnePatCk
Sun Models (feat. Madelyn Grant),ODESZA,0,65,7jZHUhAmW5oq1cq6s8IxmK
St. Lucia,Future,1,48,4lrSsZ9nRgkrHXekhM8Fy0
Up My Sleeves,Death Grips,1,40,0Fk81iRERCjpV5Ww9Wfb3g
Nappy Wonder,Blood Orange,0,41,2ZGZV976wWwuA3qI3Q0q9k
21,DEAN,0,53,2jiI8bNSDu7UxTtDCOqh3L
Slow Down Love,Louis The Child,0,64,7LtqwGP2UIj0FHbOsqm6VG
Slide (feat. Frank Ocean & Migos),Calvin Harris,1,73,6gpcs5eMhJwax4mIfKDYQk
If You Know You Know,Pusha T,1,61,6bGwKHXHNLmTy6yt147FPh
Runnin' Thru The 7th With My Woadies,$uicideBoy$,1,71,70nmZhHZLNVYWP4NON41Zw
Jasmine,DPR LIVE,0,61,2IgbYlOlFpiSFYnsqB39lM
COOLEST MONKEY IN THE JUNGLE,Ski Mask The Slump God,1,63,1D23GEeQ32aqLw5ZnY3Ivp
Play Loud,Go2,0,20,1yR3dK6ygmcX73KAu2WzoP
Two-Headed Boy Pt. 2,Neutral Milk Hotel,0,46,6lnZW2wFfcTABaoRJUgMyx
O Pana!,$uicideBoy$,1,67,2I12vOWeJU5ayhr6ha6esf
Thunder,Roy Blair,1,66,0afGLa6wcYiLLXFZ48ZQpY
Upgrade,Flume,0,44,38I7MPiXXpx3pvqkEsF25W
Dreamtime,Flume,0,51,6exPfsexVWEsVf8MHsmASw
Leave Your Things Behind II,$uicideBoy$,1,51,3gfMdc7rycioPxB4ggoVCo
Butt Naked (feat. Rico Nasty),A$AP Ferg,1,49,69teIpBvUEW4WwO8DILqxq
Coming Back (feat. Mac Miller),Domo Genesis,1,58,1WsRuvitfegWXQJKRgRZrj
Madonna,Drake,1,57,4v7SAP4KD96BFLWiCd1vF0
Safe - Shallou Remix,Daya,0,43,0qcgRspQFUIxcgKbEfhEtq
Floating (feat. Khalid) [filous Remix],Alina Baraz,0,62,3Vtl4Xc9cKVs1UoenXtScn
Venom,Little Simz,1,50,3A0ITFj6kbb9CggwtPe55f
Lost In Japan - Remix,Shawn Mendes,0,73,575NJxNUVDqwJGdzBrlLbv
Get Away,Mac Ayres,0,48,5rlN7kWG5R7de0emQYkXaS
Open Your Eyes - L Plus Remix,Rameses B,0,34,07ThOuThdURRqOJTkokpeG
Suge,DaBaby,1,84,2gwkD6igEhQbDQegRCcdoB
Mileage (feat. Chief Keef),Playboi Carti,1,59,1oNcc2isuz7d3hc1fMoHqj
Still (Feat. Crush),Loco,0,48,5K209mgnrnMPLNIluT9m77
Moon Rock,Huncho Jack,1,56,7bTH8LgGSwyNNE4r1k95Zp
Right Here,Justin Bieber,0,57,7vjtAU3Ns1AT4dRa0voHBJ
North$ide,Destiny Rogers,0,53,5xnfwfoi4zIUYGYs2K6kBa
Flicker,Porter Robinson,0,53,6BivCuyKJtgLa9ooFsvUoZ
The Search,NF,0,73,2OKo7g3KfmCt3kyLvUAL0g
Childs Play,Drake,1,65,3NxAG2ni1lLa8RKL6a0INc
Wavybone,A$AP Rocky,1,55,5cYZm4KeDKM8Pw8z5XRKJt
Chateau,Jaden,1,54,2mbAFKj9gePjW91G1WH3sp
Where Does The Time Go (feat. Joji),Rich Brian,1,56,0D7EgPJwNzBTSej80OveHZ
my strange addiction,Billie Eilish,0,81,3Tc57t9l2O8FwQZtQOvPXK
Tình khúc Thụy Du,Tuấn Ngọc,0,30,6FY841JTdR5LKu1jxlqMR4
Lord Knows (feat. Tory Lanez),Meek Mill,1,60,57hCSu4zMTdnSum7NBL1Ye
Monster,Kanye West,1,69,1ZHYJ2Wwgxes4m8Ba88PeK
Again,Rico Nasty,1,40,0OOooRUgbcfXUALKL9eWgJ
Palladium,Weather Report,0,29,6I7TNJP6ZqPxGNUBeNiy14
Costa Rica (feat. Ski Mask the Slump God),Ronny J,1,59,6JxdRch1BQkPVUWjcuudvI
Whipped Cream,Ari Lennox,0,63,56IszkEOG5lFShWevvEH3R
party (Shut Down) [feat. Crush],Sik-K,1,53,1ihIXI2MVklmJdPvIUxExZ
"Go Loko (feat. Tyga, Jon Z)",YG,1,70,1kK6DwzyXJSp58u5HYWwuD
Fire Squad,J. Cole,1,65,4Tjh34RS4ACZ6f6srlDBg8
Simon Says (feat. Juicy J),Megan Thee Stallion,1,62,4l2maonUDTMvGGT4bmkB3h
Starving,Hailee Steinfeld,0,75,4Ce37cRWvM1vIGGynKcs22
Story 2,clipping.,1,45,4pSbdUWj7FrZRjgxQOISIL
Undo - AWAY Remix,RL Grime,1,59,49v7kRlVxnwrrJzCRxeRXl
Welcome to the Black Parade,My Chemical Romance,0,77,5wQnmLuC1W7ATsArWACrgW
Freestyle S**t,Freddie Gibbs,1,52,2cHbaJXQcw14NzfplQoUWi
Say It (feat. Tove Lo) [SG Lewis Remix],Flume,1,41,3jMRpKNBPH5vX2e2DIHF3c
Cult Of Personality (Re-Recorded / Remastered),Living Colour,0,37,176b96vPhONyF4mAg7s9mo
Rope (feat. SiR) // rosegold,Isaiah Rashad,1,49,2TsBRXZQSGp1aaYeNPcT9o
"Mattress REMIX (feat. A$AP Rocky, Playboi Carti, Rich The Kid & Famous Dex)",A$AP Ferg,1,48,35fIdI07pqeNT7hyCBh1bN
Love Countdown - Extended Version,Fastway,0,22,7AXwQuto2uKVoo4zxe0noC
We Built This City,Starship,0,75,6OnfBiiSc9RGKiBKKtZXgQ
Actin Crazy,Action Bronson,1,55,3clX2NMmjaAHmBjeTSa9vV
Bad Romance,Lady Gaga,1,78,0SiywuOBRcynK0uKGWdCnn
Motiv8,J. Cole,1,66,1AT4xjNarTswd0UZ5FlmKF
Icarus - Live Version,Madeon,0,20,3O1jfpFsvDLhSQGGvqhOs0
Babushka Boi,A$AP Rocky,1,74,643PW82aBMUa1FiWi5VQY7
Bulls On Parade,Rage Against The Machine,1,72,0tZ3mElWcr74OOhKEiNz1x
Erase,Omar Apollo,0,63,7AszVgcyqnhmIzo6TutnCd
Clique,Kanye West,1,63,3rbNV2GI8Vtd8byhUtXZID
Nothing,Rex Orange County,1,60,3rIKurK8njiyQvZQsSU6bl
Sure Thing,Miguel,0,71,0JXXNGljqupsJaZsgSbMZV
Hummer Limo,A$AP Ferg,1,49,0uG30mZuEzmJRwquzg3a3S
Confessions of a Dangerous Mind,Logic,1,67,6yIGZp1AaFBoDczu3b4hVU
5 O'Clock,T-Pain,1,58,6j236RwzFFj4wqH2tWJNBD
Sore Loser,Tierra Whack,1,45,1hXuODVWe5E3GEouSN9HtC
A Remark You Made,Weather Report,0,38,0k4XkPxJMQKQa7Ali1qske
POWER,Kanye West,1,77,2gZUPNdnz5Y45eiGxpHGSc
Drew Barrymore,SZA,1,65,06u5LrUpbosQlQ1QJFhPpG
Doubt (Summer Edit),Shallou,0,50,5ffwgrvw4tVlhFcI8efviN
Say My Name (feat. Zyra),ODESZA,0,65,1LeItUMezKA1HdCHxYICed
Shattered Dreams,Earl Sweatshirt,1,58,2LQb3iYBzoxbxct2IexjBc
BURNING UP FOR YOU,Sara,0,44,71rGEpOqD1jKIl7hp9Lq12
Hate Government,Denzel Curry,1,41,5yplT3WzriMaDp31SsI0Uc
Walkway Blues (feat. J Laser),M83,0,39,4Pa5XXpn3sdBPMVCSWGEhB
Dance In The Dark,Lady Gaga,1,56,6Qh10T7u43YciJsJa99R3v
Paradise (feat. Badbadnotgood & Sean Leon),Daniel Caesar,1,48,5bPZPEsUACrQXER6FcMs7F
Knock Knock,MED,0,52,7DOwjvuLCa6A4hIRzZ27kd
SPINZ,Smino,1,48,3WiCqMk8qUREjPsjubiPIK
BedRock,Young Money,1,70,3iL2l5gUqyPS6vDwJFgJTR
No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,1,56,4V8uu21mnpyg7BElNNJdPs
Disparate Youth,Santigold,0,57,0t2QiRkpag0fAgs9zuCPlH
Foreign,Playboi Carti,1,68,500l6Cwe40hkPqS7Sf7ufY
Ransom,Lil Tecca,1,86,1lOe9qE0vR9zwWQAOk6CoO
1999,Prince,0,67,2H7PHVdQ3mXqEHXcvclTB0
Wake Me up When September Ends,Green Day,0,75,3ZffCQKLFLUvYM59XKLbVm
